Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Year
28,2022-05-07,boxscore,SDP,,MIA,L,0,8,,18-10,2,1.5,LÃ³pez,Manaea,,2:54,N,34709,1.16,-,,SDP,2022
29,2022-05-08,boxscore,SDP,,MIA,W,3,2,,19-10,2,1.5,Suarez,Sulser,,3:07,D,37937,1.13,+,,SDP,2022
30,2022-05-09,boxscore,SDP,,CHC,L,0,6,,19-11,2,1.5,Hendricks,Gore,,2:59,N,41595,1.17,-,,SDP,2022
31,2022-05-10,boxscore,SDP,,CHC,W,5,4,,20-11,2,1.5,Wilson,Gsellman,Rogers,3:08,N,31047,1.12,+,,SDP,2022
32,2022-05-11,boxscore,SDP,,CHC,L,5,7,,20-12,2,1.5,Givens,GarcÃ­a,Wick,3:26,D,29344,1.12,-,,SDP,2022
33,2022-05-13,boxscore,SDP,@,ATL,W,11,6,,21-12,1,Tied,GarcÃ­a,Smith,Rogers,3:42,N,40635,1.12,+,,SDP,2022
34,2022-05-14,boxscore,SDP,@,ATL,L,5,6,,21-13,1,Tied,Jansen,Wilson,,2:55,D,40490,1.16,-,,SDP,2022
35,2022-05-15,boxscore,SDP,@,ATL,W,7,3,11,22-13,1,Tied,Crismatt,Stephens,,3:33,D,40114,1.18,+,,SDP,2022
36,2022-05-17,boxscore,SDP,@,PHI,W,3,0,,23-13,2,1.0,Clevinger,Eflin,Rogers,2:53,N,29200,1.20,++,,SDP,2022
37,2022-05-18,boxscore,SDP,@,PHI,L,0,3,,23-14,2,2.0,Wheeler,Snell,Knebel,2:44,N,27655,1.16,-,,SDP,2022
38,2022-05-19,boxscore,SDP,@,PHI,W,2,0,,24-14,2,1.5,Darvish,Gibson,Rogers,3:31,D,30146,1.18,+,,SDP,2022
39,2022-05-20,boxscore,SDP,@,SFG,W,8,7,10,25-14,2,1.5,GarcÃ­a,Doval,Suarez,3:23,N,31359,1.29,++,,SDP,2022
40,2022-05-21,boxscore,SDP,@,SFG,W,2,1,,26-14,2,1.5,Musgrove,RodÃ³n,Rogers,3:05,D,38916,1.26,+++,,SDP,2022
41,2022-05-22,boxscore,SDP,@,SFG,W,10,1,,27-14,2,0.5,Gore,Wood,,2:57,D,35363,1.24,++++,,SDP,2022
42,2022-05-23,boxscore,SDP,,MIL,W,3,2,10,28-14,2,0.5,GarcÃ­a,SÃ¡nchez,,3:54,N,31504,1.18,+++++,,SDP,2022
43,2022-05-24,boxscore,SDP,,MIL,L,1,4,,28-15,2,1.5,Burnes,Snell,Williams,3:14,N,39834,1.13,-,,SDP,2022
44,2022-05-25,boxscore,SDP,,MIL,L,1,2,,28-16,2,1.5,Perdomo,Darvish,Williams,3:05,D,27831,1.17,--,,SDP,2022
45,2022-05-27,boxscore,SDP,,PIT,W,4,3,,29-16,2,2.0,Crismatt,Underwood,Rogers,2:56,N,41898,1.09,+,,SDP,2022
46,2022-05-28,boxscore,SDP,,PIT,L,2,4,,29-17,2,3.0,Banda,Rogers,Bednar,3:43,N,38189,1.12,-,,SDP,2022
47,2022-05-29,boxscore,SDP,,PIT,W,4,2,10,30-17,2,3.0,GarcÃ­a,Stratton,,2:50,D,44395,1.10,+,,SDP,2022
48,2022-05-30,boxscore,SDP,@,STL,L,3,6,,30-18,2,3.0,Pallante,Martinez,,3:33,D,42140,1.11,-,,SDP,2022
49,2022-05-31,boxscore,SDP,@,STL,L,2,3,10,30-19,2,3.0,VerHagen,Rogers,,3:37,N,33418,1.14,--,,SDP,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2022
50,2022-06-01,boxscore,SDP,@,STL,L,2,5,,30-20,2,3.0,Hudson,Darvish,Wittgren,2:43,D,34268,1.15,---,,SDP,2022
51,2022-06-02,boxscore,SDP,@,MIL,L,4,5,,30-21,2,4.0,Strzelecki,Rogers,,3:20,N,21451,1.21,----,,SDP,2022
52,2022-06-03,boxscore,SDP,@,MIL,W,7,0,,31-21,2,4.0,Musgrove,Burnes,,3:03,N,30019,1.14,+,,SDP,2022
53,2022-06-04,boxscore,SDP,@,MIL,W,4,0,,32-21,2,3.0,Gore,Ashby,,2:43,D,37376,1.18,++,,SDP,2022
54,2022-06-05,boxscore,SDP,@,MIL,W,6,4,10,33-21,2,2.0,Hill,Gott,Rogers,3:30,D,32285,1.19,+++,,SDP,2022
55,2022-06-06,boxscore,SDP,,NYM,L,5,11,,33-22,2,2.5,Carrasco,Snell,,3:43,N,34858,1.22,-,,SDP,2022
56,2022-06-07,boxscore,SDP,,NYM,W,7,0,,34-22,2,1.5,Darvish,Walker,,2:48,N,31796,1.20,+,,SDP,2022
57,2022-06-08,boxscore,SDP,,NYM,W,13,2,,35-22,2,1.5,Manaea,Bassitt,,2:58,N,40992,1.20,++,,SDP,2022
58,2022-06-10,boxscore,SDP,,COL,W,9,0,,36-22,2,1.0,Musgrove,Kuhl,,3:04,N,35207,1.14,+++,,SDP,2022
59,,boxscore,SDP,,COL,W,2,1,10,37-22,2,0.5,Wilson,EstÃ©vez,,3:03,D,31415,1.17,++++,,SDP,2022
60,,boxscore,SDP,,COL,L,2,6,,37-23,2,0.5,Freeland,Gore,,3:20,N,30040,1.13,-,,SDP,2022
61,2022-06-12,boxscore,SDP,,COL,L,2,4,,37-24,2,0.5,MÃ¡rquez,GarcÃ­a,Bard,2:41,D,41754,1.18,--,,SDP,2022
62,2022-06-13,boxscore,SDP,@,CHC,W,4,1,,38-24,1,Tied,Darvish,Wick,Rogers,2:45,N,31629,1.16,+,,SDP,2022
63,2022-06-14,boxscore,SDP,@,CHC,W,12,5,,39-24,1,Tied,Tyler,Effross,,3:13,N,29233,1.15,++,,SDP,2022
64,2022-06-15,boxscore,SDP,@,CHC,W,19,5,,40-24,1,Tied,Stammen,Kilian,,3:46,N,31570,1.17,+++,,SDP,2022
65,2022-06-16,boxscore,SDP,@,CHC,W,6,4,,41-24,1,up 0.5,Musgrove,Swarmer,Rogers,3:03,D,30096,1.13,++++,,SDP,2022
66,2022-06-17,boxscore,SDP,@,COL,L,4,10,,41-25,1,up 0.5,Freeland,Gore,,2:55,N,34304,1.14,-,,SDP,2022
67,2022-06-18,boxscore,SDP,@,COL,L,4,5,,41-26,2,0.5,ColomÃ©,GarcÃ­a,Bard,2:42,N,38768,1.17,--,,SDP,2022
68,2022-06-19,boxscore,SDP,@,COL,L,3,8,,41-27,2,0.5,Senzatela,Snell,,3:24,D,47342,1.19,---,,SDP,2022
69,2022-06-20,boxscore,SDP,,ARI,W,4,1,,42-27,1,Tied,Darvish,Davies,Rogers,2:36,N,35430,1.29,+,,SDP,2022
70,2022-06-21,boxscore,SDP,,ARI,W,3,2,11,43-27,1,Tied,Hill,Kennedy,,3:55,N,31528,1.21,++,,SDP,2022
71,2022-06-22,boxscore,SDP,,ARI,W,10,4,,44-27,1,Tied,MorejÃ³n,Bumgarner,Martinez,3:33,D,31024,1.19,+++,,SDP,2022
72,2022-06-23,boxscore,SDP,,PHI,L,2,6,,44-28,2,1.0,SuÃ¡rez,Musgrove,,2:38,N,40355,1.18,-,,SDP,2022
73,2022-06-24,boxscore,SDP,,PHI,W,1,0,,45-28,2,1.0,Crismatt,Nola,Rogers,3:05,N,38890,1.20,+,,SDP,2022
74,2022-06-25,boxscore,SDP,,PHI,L,2,4,,45-29,2,1.0,Eflin,Snell,DomÃ­nguez,2:59,N,37467,1.15,-,,SDP,2022
75,2022-06-26,boxscore,SDP,,PHI,L,5,8,,45-30,2,2.0,Nelson,Crismatt,Bellatti,3:19,D,41620,1.22,--,,SDP,2022
76,2022-06-28,boxscore,SDP,@,ARI,L,6,7,,45-31,2,1.5,Melancon,Rogers,,3:38,N,19904,1.20,---,,SDP,2022
77,2022-06-29,boxscore,SDP,@,ARI,W,4,0,,46-31,2,1.5,Clevinger,Bumgarner,Martinez,3:12,D,20109,1.24,+,,SDP,2022
78,2022-06-30,boxscore,SDP,@,LAD,L,1,3,,46-32,2,2.5,Phillips,Musgrove,Kimbrel,2:50,N,53094,1.51,-,,SDP,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2022
79,2022-07-01,boxscore,SDP,@,LAD,L,1,5,,46-33,2,3.5,Gonsolin,Stammen,,2:56,N,48076,1.53,--,,SDP,2022
80,2022-07-02,boxscore,SDP,@,LAD,L,2,7,,46-34,2,4.5,Anderson,Darvish,,3:17,D,47061,1.53,---,,SDP,2022
81,2022-07-03,boxscore,SDP,@,LAD,W,4,2,,47-34,2,3.5,Martinez,Kimbrel,Rogers,3:12,D,42633,1.46,+,,SDP,2022
82,2022-07-04,boxscore,SDP,,SEA,L,2,8,,47-35,2,4.5,Flexen,Manaea,,3:21,D,37913,1.18,-,,SDP,2022
83,2022-07-05,boxscore,SDP,,SEA,L,2,6,,47-36,2,5.5,Gilbert,Clevinger,,3:16,D,29745,1.18,--,,SDP,2022
84,2022-07-07,boxscore,SDP,,SFG,W,2,1,10,48-36,2,6.0,Crismatt,GarcÃ­a,,3:22,N,42656,1.28,+,,SDP,2022
85,2022-07-08,boxscore,SDP,,SFG,W,6,3,,49-36,2,6.0,Snell,Long,Martinez,3:16,N,42861,1.18,++,,SDP,2022
86,2022-07-09,boxscore,SDP,,SFG,L,1,3,,49-37,2,7.0,RodÃ³n,GarcÃ­a,,2:51,D,41714,1.13,-,,SDP,2022
87,2022-07-10,boxscore,SDP,,SFG,L,0,12,,49-38,2,8.0,Wood,Gore,,3:06,D,38712,1.19,--,,SDP,2022
88,2022-07-11,boxscore,SDP,@,COL,W,6,5,,50-38,2,7.5,Manaea,UreÃ±a,Rogers,3:01,N,27592,1.06,+,,SDP,2022
89,2022-07-12,boxscore,SDP,@,COL,L,3,5,,50-39,2,7.5,Gomber,Clevinger,Bard,3:11,N,26577,1.03,-,,SDP,2022
90,2022-07-13,boxscore,SDP,@,COL,L,6,10,,50-40,2,8.5,Stephenson,Scott,,3:40,N,25725,1.05,--,,SDP,2022
91,2022-07-14,boxscore,SDP,@,COL,L,5,8,,50-41,2,9.5,ChacÃ­n,Crismatt,EstÃ©vez,3:42,D,28077,1.08,---,,SDP,2022
92,2022-07-15,boxscore,SDP,,ARI,W,5,3,,51-41,2,9.5,Darvish,Bumgarner,Rogers,3:04,N,41302,1.00,+,,SDP,2022
93,2022-07-16,boxscore,SDP,,ARI,W,4,3,,52-41,2,9.5,Manaea,Ramirez,Rogers,3:02,N,42384,.97,++,,SDP,2022
94,2022-07-17,boxscore,SDP,,ARI,L,1,3,,52-42,2,10.0,Kelly,Clevinger,Melancon,3:20,D,36428,.95,-,,SDP,2022
95,2022-07-22,boxscore,SDP,@,NYM,W,4,1,,53-42,2,10.5,Darvish,Scherzer,Rogers,3:01,N,36855,1.00,+,,SDP,2022
96,2022-07-23,boxscore,SDP,@,NYM,W,2,1,,54-42,2,10.5,Snell,Bassitt,Rogers,3:10,N,39359,.98,++,,SDP,2022
97,2022-07-24,boxscore,SDP,@,NYM,L,5,8,,54-43,2,11.5,Smith,Musgrove,DÃ­az,3:39,N,35475,.92,-,,SDP,2022
98,2022-07-25,boxscore,SDP,@,DET,L,4,12,,54-44,2,11.5,Vest,Manaea,,3:09,N,21647,.83,--,,SDP,2022
99,2022-07-26,boxscore,SDP,@,DET,W,6,4,10,55-44,2,10.5,Rogers,Soto,Martinez,3:43,N,24213,.88,+,,SDP,2022
100,2022-07-27,boxscore,SDP,@,DET,L,3,4,,55-45,2,11.5,Fulmer,Rogers,,3:03,D,24669,.84,-,,SDP,2022
101,2022-07-29,boxscore,SDP,,MIN,W,10,1,,56-45,2,12.0,Snell,Ryan,,2:47,N,43171,.89,+,,SDP,2022
102,2022-07-30,boxscore,SDP,,MIN,L,4,7,,56-46,2,12.0,Gray,Musgrove,,3:34,D,39574,.84,-,,SDP,2022
103,2022-07-31,boxscore,SDP,,MIN,W,3,2,,57-46,2,12.0,Manaea,Bundy,GarcÃ­a,2:45,D,37336,.87,+,,SDP,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2022
104,2022-08-01,boxscore,SDP,,COL,W,4,1,,58-46,2,12.0,Clevinger,Senzatela,GarcÃ­a,2:51,N,29983,.87,++,,SDP,2022
105,,boxscore,SDP,,COL,W,13,5,,59-46,2,11.5,Darvish,Bird,,3:35,D,23828,.85,+++,,SDP,2022
106,,boxscore,SDP,,COL,W,3,2,,60-46,2,11.5,Hader,ColomÃ©,,3:10,N,30759,.78,++++,,SDP,2022
107,2022-08-03,boxscore,SDP,,COL,W,9,1,,61-46,2,11.5,Snell,Kuhl,,3:04,N,44652,.74,+++++,,SDP,2022
108,2022-08-04,boxscore,SDP,,COL,L,3,7,,61-47,2,12.5,Freeland,Musgrove,,3:41,D,30366,.66,-,,SDP,2022
109,2022-08-05,boxscore,SDP,@,LAD,L,1,8,,61-48,2,13.5,Gonsolin,Manaea,,3:03,N,52714,.74,--,,SDP,2022
110,2022-08-06,boxscore,SDP,@,LAD,L,3,8,,61-49,2,14.5,Martin,Clevinger,,3:08,N,52124,.80,---,,SDP,2022
111,2022-08-07,boxscore,SDP,@,LAD,L,0,4,,61-50,2,15.5,Anderson,Darvish,,2:48,D,48093,.79,----,,SDP,2022
112,2022-08-08,boxscore,SDP,,SFG,L,0,1,,61-51,2,16.0,Wood,Snell,Doval,3:15,N,40686,.94,-----,,SDP,2022
113,2022-08-09,boxscore,SDP,,SFG,W,7,4,,62-51,2,16.0,Hill,Rogers,,3:32,N,38626,.99,+,,SDP,2022
114,2022-08-10,boxscore,SDP,,SFG,W,13,7,,63-51,2,16.0,Suarez,Marte,,3:32,D,32834,.89,++,,SDP,2022
115,2022-08-12,boxscore,SDP,@,WSN,W,10,5,,64-51,2,16.0,Clevinger,Abbott,,4:03,N,35390,.78,+++,,SDP,2022
116,2022-08-13,boxscore,SDP,@,WSN,L,3,4,,64-52,2,17.0,Finnegan,Darvish,Edwards,3:31,N,33661,.76,-,,SDP,2022
117,2022-08-14,boxscore,SDP,@,WSN,W,6,0,,65-52,2,16.0,Snell,Espino,,3:18,D,27498,.80,+,,SDP,2022
118,2022-08-15,boxscore,SDP,@,MIA,L,0,3,,65-53,2,17.0,AlcÃ¡ntara,Musgrove,Scott,3:04,N,9123,.77,-,,SDP,2022
119,2022-08-16,boxscore,SDP,@,MIA,L,3,4,,65-54,2,17.0,HernÃ¡ndez,GarcÃ­a,Floro,3:33,N,9065,.76,--,,SDP,2022
120,2022-08-17,boxscore,SDP,@,MIA,W,10,3,,66-54,2,17.0,MorejÃ³n,LÃ³pez,,3:44,D,7273,.85,+,,SDP,2022
121,2022-08-18,boxscore,SDP,,WSN,L,1,3,,66-55,2,17.0,Edwards,Darvish,Finnegan,3:19,N,41820,.77,-,,SDP,2022
122,2022-08-19,boxscore,SDP,,WSN,L,3,6,,66-56,2,18.0,RamÃ­rez,Hader,Finnegan,3:46,N,39474,.85,--,,SDP,2022
123,2022-08-20,boxscore,SDP,,WSN,W,2,1,,67-56,2,18.0,MorejÃ³n,Cishek,GarcÃ­a,3:18,N,42529,.85,+,,SDP,2022
124,2022-08-21,boxscore,SDP,,WSN,W,2,1,,68-56,2,18.0,Manaea,Corbin,Martinez,2:30,D,37040,.76,++,,SDP,2022
125,2022-08-23,boxscore,SDP,,CLE,L,1,3,,68-57,2,18.5,Sandlin,Clevinger,Clase,3:20,N,38166,.82,-,,SDP,2022
126,2022-08-24,boxscore,SDP,,CLE,L,0,7,,68-58,2,19.5,Quantrill,Snell,,3:02,D,30409,.85,--,,SDP,2022
127,2022-08-26,boxscore,SDP,@,KCR,W,13,5,,69-58,2,19.5,Suarez,Bubic,,3:37,N,16479,.84,+,,SDP,2022
128,2022-08-27,boxscore,SDP,@,KCR,W,4,3,,70-58,2,18.5,Darvish,Lynch,Martinez,2:59,N,22232,.76,++,,SDP,2022
129,2022-08-28,boxscore,SDP,@,KCR,L,7,15,,70-59,2,19.5,Heasley,Manaea,,4:00,D,12584,.75,-,,SDP,2022
130,2022-08-29,boxscore,SDP,@,SFG,W,6,5,,71-59,2,19.5,Clevinger,RodÃ³n,Martinez,3:44,N,24815,.89,+,,SDP,2022
131,2022-08-30,boxscore,SDP,@,SFG,W,4,3,,72-59,2,19.5,Snell,Webb,Martinez,3:35,N,28267,.82,++,,SDP,2022
132,2022-08-31,boxscore,SDP,@,SFG,W,5,4,,73-59,2,18.5,Musgrove,Wood,Hader,3:13,D,25298,.70,+++,,SDP,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2022
133,2022-09-02,boxscore,SDP,@,LAD,W,7,1,,74-59,2,17.0,Darvish,May,,3:30,N,45164,.62,++++,,SDP,2022
134,2022-09-03,boxscore,SDP,@,LAD,L,1,12,,74-60,2,18.0,UrÃ­as,Manaea,,2:42,N,46144,.50,-,,SDP,2022
135,2022-09-04,boxscore,SDP,@,LAD,L,4,9,,74-61,2,19.0,Vesia,Clevinger,,4:08,D,48522,.60,--,,SDP,2022
136,2022-09-05,boxscore,SDP,,ARI,L,0,5,,74-62,2,19.0,Nelson,Snell,,2:51,D,37713,.62,---,,SDP,2022
137,2022-09-06,boxscore,SDP,,ARI,W,6,5,,75-62,2,19.0,Martinez,Kennedy,,3:13,N,31380,.80,+,,SDP,2022
138,2022-09-07,boxscore,SDP,,ARI,W,6,3,,76-62,2,19.0,Darvish,Henry,Hader,3:03,N,36948,.67,++,,SDP,2022
139,2022-09-09,boxscore,SDP,,LAD,W,5,4,10,77-62,2,18.0,MorejÃ³n,Hembree,,3:47,N,43286,.62,+++,,SDP,2022
140,2022-09-10,boxscore,SDP,,LAD,L,4,8,,77-63,2,19.0,UrÃ­as,Snell,,3:07,N,43639,.45,-,,SDP,2022
141,2022-09-11,boxscore,SDP,,LAD,L,2,11,,77-64,2,20.0,Heaney,Musgrove,,3:01,D,41652,.64,--,,SDP,2022
142,2022-09-13,boxscore,SDP,@,SEA,W,2,0,,78-64,2,20.5,Darvish,Gilbert,Hader,3:04,N,34740,.87,+,,SDP,2022
143,2022-09-14,boxscore,SDP,@,SEA,L,1,6,,78-65,2,20.5,Castillo,Clevinger,,2:53,D,24238,.84,-,,SDP,2022
144,2022-09-15,boxscore,SDP,@,ARI,L,0,4,,78-66,2,21.0,Jameson,Manaea,,2:38,N,17121,.90,--,,SDP,2022
145,2022-09-16,boxscore,SDP,@,ARI,W,12,3,,79-66,2,21.0,Snell,Bumgarner,,2:58,N,19945,.94,+,,SDP,2022
146,2022-09-17,boxscore,SDP,@,ARI,W,2,0,,80-66,2,21.0,Musgrove,Gallen,Hader,2:51,N,29796,.98,++,,SDP,2022
147,2022-09-18,boxscore,SDP,@,ARI,W,6,1,,81-66,2,21.0,Darvish,Nelson,,3:03,D,20480,.94,+++,,SDP,2022
148,2022-09-20,boxscore,SDP,,STL,W,5,0,,82-66,2,21.0,Clevinger,Wainwright,,2:56,N,39538,.50,++++,,SDP,2022
149,2022-09-21,boxscore,SDP,,STL,W,1,0,,83-66,2,20.0,Snell,Mikolas,Hader,2:55,N,38643,.26,+++++,,SDP,2022
150,2022-09-22,boxscore,SDP,,STL,L,4,5,,83-67,2,21.0,Flaherty,Martinez,Gallegos,3:03,D,33389,.26,-,,SDP,2022
151,2022-09-23,boxscore,SDP,@,COL,L,3,4,10,83-68,2,21.0,Bard,MorejÃ³n,,3:23,N,48321,.47,--,,SDP,2022
152,2022-09-24,boxscore,SDP,@,COL,W,9,3,,84-68,2,21.0,Darvish,Kuhl,,3:14,N,45983,.79,+,,SDP,2022
153,2022-09-25,boxscore,SDP,@,COL,W,13,6,,85-68,2,21.0,Suarez,Freeland,,3:43,D,40503,.75,++,,SDP,2022
154,2022-09-27,boxscore,SDP,,LAD,W,4,3,10,86-68,2,20.0,Johnson,Kimbrel,,4:09,N,32127,.34,+++,,SDP,2022
155,2022-09-28,boxscore,SDP,,LAD,L,0,1,10,86-69,2,21.0,Vesia,Wilson,Kahnle,3:44,N,32523,.12,-,,SDP,2022
156,2022-09-29,boxscore,SDP,,LAD,L,2,5,,86-70,2,22.0,Heaney,Johnson,Price,3:17,N,35636,.19,--,,SDP,2022
157,2022-09-30,boxscore,SDP,,CHW,L,1,3,,86-71,2,23.0,Martin,Darvish,Hendriks,3:23,N,37490,.17,---,,SDP,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2022
158,2022-10-01,boxscore,SDP,,CHW,W,5,2,,87-71,2,23.0,Clevinger,Cease,Hader,3:07,N,38114,.47,+,,SDP,2022
159,2022-10-02,boxscore,SDP,,CHW,L,1,2,,87-72,2,23.0,Lynn,Snell,Hendriks,3:06,D,41407,.11,-,,SDP,2022
160,2022-10-03,boxscore,SDP,,SFG,W,7,4,,88-72,2,22.0,MorejÃ³n,Miller,Hader,3:12,N,31687,-.02,+,,SDP,2022
161,2022-10-04,boxscore,SDP,,SFG,W,6,2,,89-72,2,21.0,Manaea,Cobb,,2:44,N,32884,.08,++,,SDP,2022
162,2022-10-05,boxscore,SDP,,SFG,L,1,8,,89-73,2,22.0,Marte,Stammen,,3:07,D,32064,.02,-,,SDP,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2022
1,2023-03-30,boxscore,SDP,,COL,L,2,7,,0-1,3,1.0,MÃ¡rquez,Snell,,2:56,N,45103,.96,-,,SDP,2023
2,2023-03-31,boxscore,SDP,,COL,L,1,4,,0-2,5,2.0,Freeland,Martinez,Johnson,2:27,N,43177,.98,--,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
3,2023-04-01,boxscore,SDP,,COL,W,8,4,,1-2,4,1.0,Wacha,UreÃ±a,,2:40,N,42663,.94,+,,SDP,2023
4,2023-04-02,boxscore,SDP,,COL,W,3,1,,2-2,1,Tied,Lugo,Gomber,Hader,2:03,D,43972,.97,++,,SDP,2023
5,2023-04-03,boxscore,SDP,,ARI,W,5,4,,3-2,1,Tied,Hill,McGough,,2:29,N,37602,1.00,+++,,SDP,2023
6,2023-04-04,boxscore,SDP,,ARI,L,6,8,,3-3,2,1.0,Ginkel,GarcÃ­a,Jameson,2:55,D,34542,1.02,-,,SDP,2023
7,2023-04-06,boxscore,SDP,@,ATL,L,6,7,,3-4,3,2.0,Minter,Crismatt,,3:14,N,42803,.94,--,,SDP,2023
8,2023-04-07,boxscore,SDP,@,ATL,W,5,4,,4-4,2,1.0,Honeywell,Tonkin,Hader,3:01,N,41963,.90,+,,SDP,2023
9,2023-04-08,boxscore,SDP,@,ATL,W,4,1,,5-4,1,Tied,Wacha,Morton,Hader,2:55,N,40154,.95,++,,SDP,2023
10,2023-04-09,boxscore,SDP,@,ATL,W,10,2,,6-4,1,Tied,Lugo,Dodd,,2:50,N,40138,1.02,+++,,SDP,2023
11,2023-04-10,boxscore,SDP,@,NYM,L,0,5,,6-5,2,1.0,Scherzer,Darvish,,2:38,N,30244,1.04,-,,SDP,2023
12,2023-04-11,boxscore,SDP,@,NYM,W,4,2,,7-5,1,Tied,Weathers,Peterson,Hader,2:51,N,30769,1.01,+,,SDP,2023
13,2023-04-12,boxscore,SDP,@,NYM,L,2,5,,7-6,2,1.0,Megill,Snell,Ottavino,2:51,D,34876,1.01,-,,SDP,2023
14,2023-04-13,boxscore,SDP,,MIL,L,3,4,10,7-7,3,1.5,Williams,GarcÃ­a,Payamps,2:51,N,43296,1.02,--,,SDP,2023
15,2023-04-14,boxscore,SDP,,MIL,L,2,11,,7-8,3,1.5,Lauer,Wacha,Wilson,2:42,N,43822,.97,---,,SDP,2023
16,2023-04-15,boxscore,SDP,,MIL,W,10,3,,8-8,3,0.5,Wilson,Peralta,,3:12,D,42284,.93,+,,SDP,2023
17,2023-04-16,boxscore,SDP,,MIL,L,0,1,,8-9,3,1.5,Miley,Darvish,Williams,2:22,D,43875,.97,-,,SDP,2023
18,2023-04-17,boxscore,SDP,,ATL,L,0,2,,8-10,3,2.5,Fried,Weathers,Minter,2:22,N,31846,.93,--,,SDP,2023
19,2023-04-18,boxscore,SDP,,ATL,L,1,8,,8-11,3,3.5,Strider,Snell,,2:32,N,42693,.88,---,,SDP,2023
20,2023-04-19,boxscore,SDP,,ATL,W,1,0,,9-11,3,2.5,Martinez,Morton,Hader,2:13,D,29581,.81,+,,SDP,2023
21,2023-04-20,boxscore,SDP,@,ARI,W,7,5,,10-11,3,1.5,Honeywell,Nelson,Hader,2:58,N,16734,.95,++,,SDP,2023
22,2023-04-21,boxscore,SDP,@,ARI,L,0,9,,10-12,3,2.5,Gallen,Lugo,,2:32,N,21308,1.01,-,,SDP,2023
23,2023-04-22,boxscore,SDP,@,ARI,W,5,3,,11-12,3,1.5,Musgrove,Kelly,Hader,2:48,N,28419,.93,+,,SDP,2023
24,2023-04-23,boxscore,SDP,@,ARI,W,7,5,,12-12,3,0.5,Darvish,Jameson,Hader,3:01,D,23655,1.02,++,,SDP,2023
25,2023-04-25,boxscore,SDP,@,CHC,L,0,6,,12-13,3,1.5,Steele,Snell,,2:52,N,27956,.99,-,,SDP,2023
26,2023-04-26,boxscore,SDP,@,CHC,W,5,3,,13-13,3,1.0,Martinez,Hughes,Hader,2:47,N,28955,.95,+,,SDP,2023
27,2023-04-27,boxscore,SDP,@,CHC,L,2,5,,13-14,3,1.5,Wesneski,Lugo,Boxberger,2:30,D,26588,1.00,-,,SDP,2023
28,2023-04-29,boxscore,SDP,,SFG,W,16,11,,14-14,3,2.0,Cosgrove,Rogers,Martinez,3:44,N,19611,.97,+,,SDP,2023
29,2023-04-30,boxscore,SDP,,SFG,W,6,4,,15-14,3,1.0,GarcÃ­a,Rogers,Hader,2:52,D,19633,1.01,++,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
30,2023-05-01,boxscore,SDP,,CIN,W,8,3,,16-14,3,1.0,Snell,Weaver,Tapia,2:41,N,37491,1.05,+++,,SDP,2023
31,2023-05-02,boxscore,SDP,,CIN,L,1,2,10,16-15,3,2.0,Law,GarcÃ­a,DÃ­az,2:47,N,43127,1.07,-,,SDP,2023
32,2023-05-03,boxscore,SDP,,CIN,W,7,1,,17-15,3,2.0,Lugo,Cessa,,2:55,D,30531,.99,+,,SDP,2023
33,2023-05-05,boxscore,SDP,,LAD,W,5,2,,18-15,3,1.0,Darvish,Kershaw,Hader,2:37,N,45116,1.16,++,,SDP,2023
34,2023-05-06,boxscore,SDP,,LAD,L,1,2,,18-16,3,2.0,May,Snell,Phillips,2:37,N,42402,1.25,-,,SDP,2023
35,2023-05-07,boxscore,SDP,,LAD,L,2,5,10,18-17,3,3.0,Ferguson,Honeywell,Phillips,3:12,D,43994,1.17,--,,SDP,2023
36,2023-05-09,boxscore,SDP,@,MIN,W,6,1,,19-17,3,2.5,Wacha,Jax,,2:41,N,16882,.99,+,,SDP,2023
